,0,1
0,0,0.22455215444686322
1,25,0.08871842209618211
2,35,0.4112198741902416
3,41,0.5164452737423549
4,49,0.7660721719542636
5,50,0.2957154586724981
6,53,0.5537916520634545
7,55,0.7811986316584477
8,56,0.2551489692188968
9,69,0.3121516825368618
10,72,0.29721115668958753
11,117,0.2697867355115567
12,158,0.09801017864459155
13,160,0.6080464933368217
14,163,0.5070004919842762
15,199,0.436057675695154
16,208,0.10021999430680403
17,234,0.4355443007981992
18,238,1.0
19,246,0.6447807708192443
20,249,0.5892786918154549
21,258,0.30855476739345417
22,268,0.004806307929503096
23,295,0.3259716689455905
24,306,0.24000770062345433
25,311,0.5985720937962263
26,330,0.379813506696087
27,332,0.0334269584347331
28,347,0.3554857892234053
29,352,0.0507418431804233
30,365,0.29687877935245655
31,370,0.011184003764749244
32,388,0.033298614710494404
33,397,0.3297133821368572
34,431,0.2388855157525467
35,440,0.8023243377546101
36,465,0.1792863101672911
37,479,0.3024765402480983
38,517,0.13462269413222366
39,525,0.25162445309941867
40,532,0.020561322795984487
41,533,0.1882802434581723
42,550,0.392315501782826
43,553,0.1622182402759061
44,563,0.24481894485004352
45,568,0.07549243677014791
46,584,0.07827486289434843
47,590,0.3367640598081755
48,591,0.47829921529330655
49,601,0.08832845462637991
50,609,0.10250220899294603
51,612,0.40579652912497555
52,656,0.43868707660968537
53,679,0.2688554207946451
54,684,0.06263996459029557
55,711,0.6992561000291242
56,751,0.4498710803744346
57,757,0.786248463577532
58,791,0.2993469278955085
59,819,0.3360400695688803
60,851,0.4787862632724688
61,891,0.5985753846609504
62,894,0.6832131344992867
63,926,0.21371698234286532
64,959,0.7201843542418424
65,972,0.15285902100065324
66,983,0.3216458272658015
67,991,0.15186188898926026
68,997,0.16164892067864212
69,1018,0.1893645833847531
70,1057,0.3196499178106535
71,1072,0.09565062863743391
72,1075,0.3567840353570506
73,1082,0.33425477545607274
74,1101,0.783258712975715
75,1103,0.0945514798195948
76,1109,0.20183696068897544
77,1168,0.17003568942793254
78,1182,0.2260248164108842
79,1187,0.18148460780296935
80,1221,0.11757601486154509
81,1222,0.19571101600512059
82,1233,0.14829459162836922
83,1234,0.21327436103747802
84,1236,0.1553304604084292
85,1277,0.2494442552197228
86,1281,0.5407548914590542
87,1327,0.40133740742386176
88,1331,0.24040918611979076
89,1335,0.38321132452368845
90,1359,0.2518383593064832
91,1369,0.07964221718719919
92,1385,0.36069522808160687
93,1430,0.3909004299514762
94,1433,0.17125330937583813
95,1434,0.500764303332165
96,1441,0.27241778185845006
97,1447,0.26735478648046956
98,1448,0.2289092593415309
99,1480,0.46784413806493863
100,1494,0.1958640412147898
101,1533,0.11534316314626412
102,1535,0.32795112407711813
103,1,0.0032349200237600435
104,826,0.8697442833566162
105,2,0.04027524792552115
106,3,0.7030948937297509
107,96,0.16071266966464443
108,119,0.5761728230518492
109,186,0.4814716088873093
110,252,0.6809161109218864
111,375,0.40748474272842305
112,530,0.9610805883407953
113,561,0.4761190174136107
114,596,0.12052462965431111
115,608,0.9492614476843008
116,667,0.14006249352111008
117,736,0.2384807393914862
118,933,0.36206751867154374
119,981,0.08036949829121849
120,1248,0.6534851080144074
121,7,0.05815451597138922
122,11,0.31455895008251844
123,17,0.4644331567784409
124,22,0.6920244247979821
125,23,0.24602340133905284
126,33,0.04049409042967175
127,38,0.2747427777860049
128,42,0.25026368053601605
129,43,0.06669595536271088
130,51,0.29004365332056475
131,66,0.08046164250349243
132,75,0.05951035223770574
133,78,0.01341685548003021
134,80,0.0024237218692769805
135,84,0.48388874902713813
136,87,0.020210845702871114
137,89,0.43346118342786344
138,90,0.164067706250833
139,102,0.008844198945936028
140,103,0.004577592831180285
141,129,0.08474634837423055
142,130,0.009053168855914425
143,135,0.07811690138759311
144,136,0.4801552629976816
145,138,0.6576365338638207
146,140,0.3606310562194875
147,141,0.12794552960708722
148,144,0.4176535147257969
149,145,0.69630090350691
150,148,0.24030387844862056
151,157,0.38866264193910915
152,165,0.060045117755366986
153,181,0.06407149074526568
154,184,0.428496913991605
155,191,0.27983539094650206
156,200,0.30720551285658576
157,211,0.11801040900512223
158,213,0.09846267254415106
159,230,0.2693984134741165
160,232,0.0960586958632185
161,242,0.00013821631841090724
162,254,0.18490217081891525
163,255,0.21774170990040198
164,264,0.2569918534643756
165,267,0.03320482506585843
166,275,0.2925315470519611
167,286,0.008974188102536763
168,293,0.04214939538587857
169,296,0.3778982234266787
170,302,0.5317017226031399
171,303,0.006945370000148089
172,304,0.3059714385850598
173,305,0.2868465782411315
174,307,0.36480716355433135
175,317,0.26518281576258385
176,321,0.2851633009347701
177,324,0.00012176199479056114
178,328,0.43958548267935627
179,329,0.4950003537679578
180,334,0.06249845740716059
181,337,0.029097825890220044
182,339,0.08026912691713438
183,356,0.33319511701492244
184,359,0.055363862685378525
185,363,0.3155906361735141
186,371,0.02024869064719791
187,382,0.34026553987458513
188,387,0.02733721326284301
189,389,0.026960409251937087
190,394,0.17933567313815216
191,398,0.06472966369007953
192,401,0.05734002695218209
193,403,0.04403012457568413
194,406,0.7085610200364298
195,407,0.004857316332726169
196,410,0.4840927826400304
197,415,0.42863513031001593
198,416,0.044699815547032215
199,419,0.3275134390688169
200,427,0.12430747865462868
201,428,0.133164841059461
202,429,0.2887042713778686
203,432,0.020110474328787004
204,441,0.033471385108508035
205,442,0.4078516741451568
206,448,0.046572317575027604
207,455,0.34625491367239114
208,457,0.2717661906430843
209,461,0.1396692351865838
210,469,0.07613250995897937
211,471,0.15134193236285734
212,473,0.040273602493159116
213,474,0.015295939237473735
214,475,0.00692068851471757
215,477,0.058442466634745276
216,485,0.0699440388453672
217,487,0.017884204342954176
218,511,0.1479128513203772
219,513,0.04963446720077401
220,519,0.2838354370186082
221,521,0.01592943069685706
222,527,0.14447225225136284
223,529,0.5002509284352102
224,535,0.022338389746981865
225,541,0.011430818619054435
226,565,0.09542026810674907
227,567,0.0470379749334834
228,577,0.08684427463582468
229,595,0.4753111101238517
230,620,0.1067507153517194
231,635,0.18883639959653997
232,644,0.01143904578086461
233,665,0.164638671280459
234,668,0.2220840059038113
235,669,0.29820993413334257
236,670,0.02696863641374726
237,671,0.02227915418194862
238,673,0.004552911345749766
239,674,0.09094140121729086
240,683,0.5167101883526425
241,692,0.3699129401737247
242,716,0.15186682528634637
243,724,0.0806360583338681
244,726,0.04334233384835366
245,728,0.41226307830777154
246,739,0.22703511188117345
247,742,0.7552633267680582
248,745,0.2159399614639741
249,747,0.3807365942511884
